#THR199-4  Hist_02118
     -180 0.000222000
     -174 0.000220000
     -168 0.000178000
     -162 0.000176000
     -156 0.000164000
     -150 0.000152000
     -144 0.000096000
     -138 0.000076000
     -132 0.000098000
     -126 0.000136000
     -120 0.000296000
     -114 0.000852000
     -108 0.002556000
     -102 0.007816000
      -96 0.021278000
      -90 0.049624000
      -84 0.093348000
      -78 0.138256000
      -72 0.160276000
      -66 0.141814000
      -60 0.100382000
      -54 0.056886000
      -48 0.028468000
      -42 0.012808000
      -36 0.005524000
      -30 0.002308000
      -24 0.001026000
      -18 0.000442000
      -12 0.000192000
       -6 0.000106000
        0 0.000078000
        6 0.000048000
       12 0.000040000
       18 0.000028000
       24 0.000056000
       30 0.000088000
       36 0.000160000
       42 0.000438000
       48 0.001374000
       54 0.004274000
       60 0.010884000
       66 0.021842000
       72 0.032738000
       78 0.035692000
       84 0.029654000
       90 0.018290000
       96 0.009190000
      102 0.004316000
      108 0.001796000
      114 0.000802000
      120 0.000414000
      126 0.000222000
      132 0.000206000
      138 0.000196000
      144 0.000190000
      150 0.000228000
      156 0.000244000
      162 0.000246000
      168 0.000224000
      174 0.000266000
