#GLU187-1  Hist_01988
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000022000
      -72 0.000196000
      -66 0.001950000
      -60 0.013170000
      -54 0.055508000
      -48 0.142600000
      -42 0.229796000
      -36 0.240058000
      -30 0.171296000
      -24 0.088588000
      -18 0.036718000
      -12 0.013474000
       -6 0.004436000
        0 0.001422000
        6 0.000526000
       12 0.000154000
       18 0.000064000
       24 0.000016000
       30 0.000004000
       36 0.000002000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
