#LYS200-3  Hist_02126
     -180 0.009342000
     -174 0.010268000
     -168 0.007396000
     -162 0.003942000
     -156 0.001602000
     -150 0.000596000
     -144 0.000270000
     -138 0.000198000
     -132 0.000214000
     -126 0.000260000
     -120 0.000546000
     -114 0.001212000
     -108 0.003002000
     -102 0.007290000
      -96 0.016280000
      -90 0.032774000
      -84 0.060980000
      -78 0.105996000
      -72 0.152496000
      -66 0.167428000
      -60 0.138228000
      -54 0.089108000
      -48 0.044158000
      -42 0.018828000
      -36 0.007332000
      -30 0.002806000
      -24 0.001000000
      -18 0.000418000
      -12 0.000148000
       -6 0.000058000
        0 0.000050000
        6 0.000026000
       12 0.000026000
       18 0.000044000
       24 0.000066000
       30 0.000250000
       36 0.000746000
       42 0.002412000
       48 0.006844000
       54 0.015306000
       60 0.024312000
       66 0.025806000
       72 0.017940000
       78 0.008884000
       84 0.003088000
       90 0.000806000
       96 0.000178000
      102 0.000034000
      108 0.000012000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000002000
      138 0.000002000
      144 0.000006000
      150 0.000036000
      156 0.000138000
      162 0.000644000
      168 0.002322000
      174 0.005844000
