#MET34-5  Hist_00350
    -180 0.027416000
    -174 0.037600000
    -168 0.040044000
    -162 0.035734000
    -156 0.025506000
    -150 0.015658000
    -144 0.008766000
    -138 0.004840000
    -132 0.003122000
    -126 0.002284000
    -120 0.002282000
    -114 0.002448000
    -108 0.003852000
    -102 0.006652000
     -96 0.012272000
     -90 0.021808000
     -84 0.037120000
     -78 0.051626000
     -72 0.058370000
     -66 0.050198000
     -60 0.033424000
     -54 0.017458000
     -48 0.007636000
     -42 0.002792000
     -36 0.000938000
     -30 0.000338000
     -24 0.000124000
     -18 0.000050000
     -12 0.000032000
      -6 0.000026000
       0 0.000046000
       6 0.000052000
      12 0.000156000
      18 0.000398000
      24 0.001010000
      30 0.002584000
      36 0.006620000
      42 0.013356000
      48 0.023882000
      54 0.040560000
      60 0.062912000
      66 0.082456000
      72 0.083004000
      78 0.063058000
      84 0.037022000
      90 0.018798000
      96 0.008574000
     102 0.003778000
     108 0.001956000
     114 0.001102000
     120 0.000680000
     126 0.000562000
     132 0.000512000
     138 0.000662000
     144 0.000866000
     150 0.001338000
     156 0.002526000
     162 0.004886000
     168 0.009154000
     174 0.017074000
