#VAL59-1  Hist_00606
    -180 0.000444000
    -174 0.000084000
    -168 0.000028000
    -162 0.000002000
    -156 0.000002000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000002000
      36 0.000002000
      42 0.000020000
      48 0.000046000
      54 0.000092000
      60 0.000218000
      66 0.000504000
      72 0.001046000
      78 0.001962000
      84 0.003650000
      90 0.006388000
      96 0.011688000
     102 0.023088000
     108 0.044420000
     114 0.079664000
     120 0.127252000
     126 0.167078000
     132 0.181074000
     138 0.153232000
     144 0.102742000
     150 0.055194000
     156 0.024606000
     162 0.010218000
     168 0.003880000
     174 0.001374000
