#GLN160-5  Hist_01690
     -180 0.073278000
     -174 0.067870000
     -168 0.057612000
     -162 0.044672000
     -156 0.032968000
     -150 0.022734000
     -144 0.015950000
     -138 0.010976000
     -132 0.007494000
     -126 0.005628000
     -120 0.004094000
     -114 0.003462000
     -108 0.003342000
     -102 0.003530000
      -96 0.004040000
      -90 0.004976000
      -84 0.005514000
      -78 0.006584000
      -72 0.007284000
      -66 0.007474000
      -60 0.006556000
      -54 0.005820000
      -48 0.004502000
      -42 0.003604000
      -36 0.002964000
      -30 0.002768000
      -24 0.002834000
      -18 0.003154000
      -12 0.003562000
       -6 0.004074000
        0 0.004320000
        6 0.004354000
       12 0.004442000
       18 0.004050000
       24 0.003620000
       30 0.003372000
       36 0.003480000
       42 0.004006000
       48 0.004794000
       54 0.005560000
       60 0.006108000
       66 0.006866000
       72 0.006980000
       78 0.007080000
       84 0.006894000
       90 0.007284000
       96 0.007762000
      102 0.008874000
      108 0.010962000
      114 0.013874000
      120 0.017838000
      126 0.021952000
      132 0.027142000
      138 0.033746000
      144 0.040906000
      150 0.047668000
      156 0.055076000
      162 0.061568000
      168 0.068136000
      174 0.071966000
