#ILE3-4   Hist_00036
    -180 0.057212000
    -174 0.031910000
    -168 0.015048000
    -162 0.006122000
    -156 0.001920000
    -150 0.000558000
    -144 0.000132000
    -138 0.000034000
    -132 0.000012000
    -126 0.000016000
    -120 0.000056000
    -114 0.000160000
    -108 0.000470000
    -102 0.001188000
     -96 0.001874000
     -90 0.001778000
     -84 0.001438000
     -78 0.002532000
     -72 0.004372000
     -66 0.004696000
     -60 0.002904000
     -54 0.000964000
     -48 0.000234000
     -42 0.000030000
     -36 0.000004000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000004000
      42 0.000028000
      48 0.000152000
      54 0.000498000
      60 0.000994000
      66 0.001308000
      72 0.001078000
      78 0.000950000
      84 0.001190000
      90 0.001918000
      96 0.002424000
     102 0.002096000
     108 0.001586000
     114 0.001160000
     120 0.001082000
     126 0.001636000
     132 0.003816000
     138 0.014010000
     144 0.047310000
     150 0.120068000
     156 0.196490000
     162 0.209380000
     168 0.157326000
     174 0.097832000
