#TYR181-0  Hist_01918
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000002000
     -150 0.000008000
     -144 0.000018000
     -138 0.000022000
     -132 0.000030000
     -126 0.000100000
     -120 0.000220000
     -114 0.000420000
     -108 0.001042000
     -102 0.002522000
      -96 0.006102000
      -90 0.015848000
      -84 0.041164000
      -78 0.097972000
      -72 0.187554000
      -66 0.251652000
      -60 0.219734000
      -54 0.121632000
      -48 0.042532000
      -42 0.009646000
      -36 0.001590000
      -30 0.000176000
      -24 0.000014000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
