#THR60-3  Hist_00618
    -180 0.023702000
    -174 0.018144000
    -168 0.010424000
    -162 0.004848000
    -156 0.001792000
    -150 0.000754000
    -144 0.000232000
    -138 0.000104000
    -132 0.000066000
    -126 0.000042000
    -120 0.000036000
    -114 0.000078000
    -108 0.000190000
    -102 0.000544000
     -96 0.002188000
     -90 0.008898000
     -84 0.032926000
     -78 0.090734000
     -72 0.159840000
     -66 0.173124000
     -60 0.118392000
     -54 0.055958000
     -48 0.021642000
     -42 0.007568000
     -36 0.002824000
     -30 0.001192000
     -24 0.000574000
     -18 0.000324000
     -12 0.000190000
      -6 0.000080000
       0 0.000066000
       6 0.000058000
      12 0.000060000
      18 0.000084000
      24 0.000148000
      30 0.000486000
      36 0.001828000
      42 0.006560000
      48 0.018504000
      54 0.036338000
      60 0.048942000
      66 0.045996000
      72 0.030634000
      78 0.014806000
      84 0.005324000
      90 0.001370000
      96 0.000318000
     102 0.000072000
     108 0.000020000
     114 0.000012000
     120 0.000008000
     126 0.000026000
     132 0.000038000
     138 0.000128000
     144 0.000296000
     150 0.001040000
     156 0.003178000
     162 0.008018000
     168 0.015682000
     174 0.022550000
