#TYR133-1  Hist_01382
     -180 0.006406000
     -174 0.000690000
     -168 0.000060000
     -162 0.000002000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000002000
       30 0.000000000
       36 0.000004000
       42 0.000014000
       48 0.000026000
       54 0.000072000
       60 0.000126000
       66 0.000198000
       72 0.000368000
       78 0.000556000
       84 0.001064000
       90 0.001820000
       96 0.002846000
      102 0.004506000
      108 0.006484000
      114 0.010018000
      120 0.017264000
      126 0.031254000
      132 0.054272000
      138 0.087952000
      144 0.131336000
      150 0.172934000
      156 0.191500000
      162 0.157926000
      168 0.089224000
      174 0.031076000
