#GLN173-3  Hist_01842
     -180 0.069576000
     -174 0.059974000
     -168 0.038988000
     -162 0.020284000
     -156 0.008992000
     -150 0.003394000
     -144 0.001230000
     -138 0.000502000
     -132 0.000224000
     -126 0.000224000
     -120 0.000276000
     -114 0.000512000
     -108 0.001286000
     -102 0.003580000
      -96 0.011938000
      -90 0.038978000
      -84 0.095410000
      -78 0.157782000
      -72 0.163826000
      -66 0.103240000
      -60 0.042892000
      -54 0.012864000
      -48 0.003560000
      -42 0.001016000
      -36 0.000304000
      -30 0.000094000
      -24 0.000022000
      -18 0.000010000
      -12 0.000008000
       -6 0.000000000
        0 0.000002000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000004000
       36 0.000012000
       42 0.000090000
       48 0.000472000
       54 0.001796000
       60 0.005016000
       66 0.009796000
       72 0.012588000
       78 0.010430000
       84 0.005856000
       90 0.002322000
       96 0.000616000
      102 0.000212000
      108 0.000096000
      114 0.000056000
      120 0.000040000
      126 0.000036000
      132 0.000054000
      138 0.000118000
      144 0.000284000
      150 0.001248000
      156 0.004382000
      162 0.013820000
      168 0.033156000
      174 0.056512000
