#TYR24-4  Hist_00250
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000048000
    -120 0.000272000
    -114 0.001312000
    -108 0.006118000
    -102 0.020814000
     -96 0.056332000
     -90 0.117214000
     -84 0.184508000
     -78 0.217324000
     -72 0.187656000
     -66 0.120100000
     -60 0.057728000
     -54 0.021342000
     -48 0.006578000
     -42 0.001866000
     -36 0.000514000
     -30 0.000164000
     -24 0.000076000
     -18 0.000018000
     -12 0.000016000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
