#GLY100-1  Hist_01046
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000002000
      -66 0.000000000
      -60 0.000006000
      -54 0.000020000
      -48 0.000040000
      -42 0.000132000
      -36 0.000442000
      -30 0.001574000
      -24 0.004530000
      -18 0.013606000
      -12 0.032098000
       -6 0.067586000
        0 0.114416000
        6 0.158632000
       12 0.176854000
       18 0.160612000
       24 0.119878000
       30 0.074458000
       36 0.040684000
       42 0.019506000
       48 0.008822000
       54 0.003814000
       60 0.001428000
       66 0.000562000
       72 0.000194000
       78 0.000064000
       84 0.000024000
       90 0.000012000
       96 0.000002000
      102 0.000002000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
