#MET21-4  Hist_00210
    -180 0.102382000
    -174 0.111160000
    -168 0.091422000
    -162 0.056306000
    -156 0.029186000
    -150 0.013438000
    -144 0.006358000
    -138 0.003408000
    -132 0.001882000
    -126 0.001116000
    -120 0.000842000
    -114 0.000792000
    -108 0.001010000
    -102 0.001660000
     -96 0.002402000
     -90 0.003192000
     -84 0.003444000
     -78 0.002612000
     -72 0.001494000
     -66 0.000618000
     -60 0.000232000
     -54 0.000074000
     -48 0.000018000
     -42 0.000014000
     -36 0.000000000
     -30 0.000002000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000006000
      30 0.000026000
      36 0.000062000
      42 0.000252000
      48 0.000580000
      54 0.000892000
      60 0.001102000
      66 0.001032000
      72 0.001096000
      78 0.001238000
      84 0.001354000
      90 0.001054000
      96 0.000690000
     102 0.000498000
     108 0.000408000
     114 0.000478000
     120 0.000890000
     126 0.001920000
     132 0.005198000
     138 0.014746000
     144 0.036062000
     150 0.070886000
     156 0.104206000
     162 0.117676000
     168 0.106662000
     174 0.095922000
