#GLY214-0  Hist_02276
     -180 0.018434000
     -174 0.018584000
     -168 0.017428000
     -162 0.016026000
     -156 0.013888000
     -150 0.012274000
     -144 0.011052000
     -138 0.009890000
     -132 0.009722000
     -126 0.010142000
     -120 0.012056000
     -114 0.015122000
     -108 0.019780000
     -102 0.026084000
      -96 0.034600000
      -90 0.045680000
      -84 0.057270000
      -78 0.068236000
      -72 0.071782000
      -66 0.065390000
      -60 0.049432000
      -54 0.031254000
      -48 0.016502000
      -42 0.007546000
      -36 0.003170000
      -30 0.001100000
      -24 0.000434000
      -18 0.000190000
      -12 0.000100000
       -6 0.000056000
        0 0.000068000
        6 0.000058000
       12 0.000124000
       18 0.000194000
       24 0.000430000
       30 0.001022000
       36 0.002336000
       42 0.004706000
       48 0.008996000
       54 0.014278000
       60 0.020292000
       66 0.025212000
       72 0.029000000
       78 0.031216000
       84 0.030860000
       90 0.026778000
       96 0.020758000
      102 0.014076000
      108 0.009252000
      114 0.006144000
      120 0.004776000
      126 0.004380000
      132 0.004602000
      138 0.005308000
      144 0.006696000
      150 0.008414000
      156 0.010848000
      162 0.013296000
      168 0.015608000
      174 0.017048000
