#MET96-3  Hist_01002
    -180 0.131254000
    -174 0.129964000
    -168 0.089602000
    -162 0.045708000
    -156 0.018528000
    -150 0.006826000
    -144 0.002554000
    -138 0.001098000
    -132 0.000612000
    -126 0.000442000
    -120 0.000536000
    -114 0.000776000
    -108 0.001466000
    -102 0.003716000
     -96 0.009534000
     -90 0.023042000
     -84 0.047904000
     -78 0.075332000
     -72 0.086584000
     -66 0.072314000
     -60 0.045566000
     -54 0.022732000
     -48 0.009202000
     -42 0.003182000
     -36 0.000914000
     -30 0.000274000
     -24 0.000062000
     -18 0.000016000
     -12 0.000008000
      -6 0.000004000
       0 0.000002000
       6 0.000004000
      12 0.000002000
      18 0.000000000
      24 0.000004000
      30 0.000018000
      36 0.000034000
      42 0.000164000
      48 0.000552000
      54 0.001320000
      60 0.002334000
      66 0.002762000
      72 0.002308000
      78 0.001802000
      84 0.001212000
      90 0.000896000
      96 0.000590000
     102 0.000338000
     108 0.000188000
     114 0.000118000
     120 0.000102000
     126 0.000068000
     132 0.000076000
     138 0.000148000
     144 0.000370000
     150 0.001222000
     156 0.004402000
     162 0.015076000
     168 0.043358000
     174 0.090778000
