#THR31-0  Hist_00314
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000004000
    -132 0.000002000
    -126 0.000004000
    -120 0.000012000
    -114 0.000028000
    -108 0.000058000
    -102 0.000140000
     -96 0.000684000
     -90 0.003372000
     -84 0.016066000
     -78 0.060254000
     -72 0.157236000
     -66 0.258444000
     -60 0.257950000
     -54 0.159266000
     -48 0.063872000
     -42 0.017804000
     -36 0.003904000
     -30 0.000718000
     -24 0.000134000
     -18 0.000030000
     -12 0.000016000
      -6 0.000002000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
