#hocc     Hist_00001
-180.000 0.000317143
-174.000 0.000240000
-168.000 0.000120000
-162.000 0.000080000
-156.000 0.000017143
-150.000 0.000014286
-144.000 0.000014286
-138.000 0.000005714
-132.000 0.000022857
-126.000 0.000025714
-120.000 0.000017143
-114.000 0.000020000
-108.000 0.000085714
-102.000 0.000231429
 -96.000 0.000814286
 -90.000 0.003614286
 -84.000 0.013268571
 -78.000 0.038242857
 -72.000 0.086854286
 -66.000 0.145774286
 -60.000 0.187571429
 -54.000 0.181474286
 -48.000 0.138551429
 -42.000 0.085911429
 -36.000 0.046234286
 -30.000 0.022251429
 -24.000 0.010602857
 -18.000 0.004614286
 -12.000 0.001991429
  -6.000 0.001022857
   0.000 0.000534286
   6.000 0.000245714
  12.000 0.000182857
  18.000 0.000102857
  24.000 0.000060000
  30.000 0.000105714
  36.000 0.000125714
  42.000 0.000171429
  48.000 0.000305714
  54.000 0.000540000
  60.000 0.001025714
  66.000 0.001982857
  72.000 0.003171429
  78.000 0.004220000
  84.000 0.004534286
  90.000 0.003622857
  96.000 0.002657143
 102.000 0.001671429
 108.000 0.000877143
 114.000 0.000514286
 120.000 0.000380000
 126.000 0.000222857
 132.000 0.000182857
 138.000 0.000185714
 144.000 0.000180000
 150.000 0.000282857
 156.000 0.000420000
 162.000 0.000520000
 168.000 0.000531429
 174.000 0.000437143
