#hocc     Hist_00001
-180.000 0.000040000
-174.000 0.000056000
-168.000 0.000048000
-162.000 0.000016000
-156.000 0.000012000
-150.000 0.000012000
-144.000 0.000016000
-138.000 0.000008000
-132.000 0.000032000
-126.000 0.000036000
-120.000 0.000024000
-114.000 0.000028000
-108.000 0.000088000
-102.000 0.000224000
 -96.000 0.000852000
 -90.000 0.003668000
 -84.000 0.013212000
 -78.000 0.037640000
 -72.000 0.085396000
 -66.000 0.143964000
 -60.000 0.184828000
 -54.000 0.179796000
 -48.000 0.137772000
 -42.000 0.085640000
 -36.000 0.046072000
 -30.000 0.022648000
 -24.000 0.011092000
 -18.000 0.004920000
 -12.000 0.002220000
  -6.000 0.001124000
   0.000 0.000592000
   6.000 0.000268000
  12.000 0.000224000
  18.000 0.000124000
  24.000 0.000076000
  30.000 0.000120000
  36.000 0.000168000
  42.000 0.000232000
  48.000 0.000416000
  54.000 0.000728000
  60.000 0.001388000
  66.000 0.002700000
  72.000 0.004380000
  78.000 0.005836000
  84.000 0.006288000
  90.000 0.004996000
  96.000 0.003700000
 102.000 0.002312000
 108.000 0.001220000
 114.000 0.000704000
 120.000 0.000528000
 126.000 0.000300000
 132.000 0.000212000
 138.000 0.000208000
 144.000 0.000176000
 150.000 0.000164000
 156.000 0.000160000
 162.000 0.000136000
 168.000 0.000088000
 174.000 0.000072000
