#hocc     Hist_00002
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000020000
    -114 0.000020000
    -108 0.000080000
    -102 0.000160000
     -96 0.000720000
     -90 0.003220000
     -84 0.015000000
     -78 0.041960000
     -72 0.094760000
     -66 0.158980000
     -60 0.201340000
     -54 0.189700000
     -48 0.137140000
     -42 0.081200000
     -36 0.041220000
     -30 0.018720000
     -24 0.008200000
     -18 0.004500000
     -12 0.001540000
      -6 0.000940000
       0 0.000340000
       6 0.000080000
      12 0.000100000
      18 0.000020000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000020000
      54 0.000020000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
