#hocc     Hist_00001
-180.000 0.000246667
-174.000 0.000186667
-168.000 0.000093333
-162.000 0.000062222
-156.000 0.000013333
-150.000 0.000011111
-144.000 0.000011111
-138.000 0.000004444
-132.000 0.000017778
-126.000 0.000020000
-120.000 0.000013333
-114.000 0.000022222
-108.000 0.000073333
-102.000 0.000233333
 -96.000 0.000848889
 -90.000 0.003586667
 -84.000 0.013242222
 -78.000 0.038268889
 -72.000 0.087195556
 -66.000 0.147291111
 -60.000 0.188626667
 -54.000 0.183266667
 -48.000 0.139480000
 -42.000 0.086706667
 -36.000 0.046362222
 -30.000 0.022231111
 -24.000 0.010542222
 -18.000 0.004600000
 -12.000 0.001988889
  -6.000 0.001037778
   0.000 0.000497778
   6.000 0.000242222
  12.000 0.000177778
  18.000 0.000097778
  24.000 0.000062222
  30.000 0.000097778
  36.000 0.000117778
  42.000 0.000148889
  48.000 0.000271111
  54.000 0.000451111
  60.000 0.000813333
  66.000 0.001568889
  72.000 0.002477778
  78.000 0.003288889
  84.000 0.003528889
  90.000 0.002820000
  96.000 0.002068889
 102.000 0.001302222
 108.000 0.000682222
 114.000 0.000400000
 120.000 0.000295556
 126.000 0.000173333
 132.000 0.000142222
 138.000 0.000144444
 144.000 0.000140000
 150.000 0.000220000
 156.000 0.000326667
 162.000 0.000404444
 168.000 0.000413333
 174.000 0.000340000
